season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
Summer,y0,m4,h1,No,w4,Yes,Clear,0.42,0.4242,0.47,0.1343,2,11,13
Summer,y0,m4,h2,No,w4,Yes,Clear,0.42,0.4242,0.54,0,0,7,7
Summer,y0,m4,h3,No,w4,Yes,Clear,0.36,0.3485,0.66,0.194,0,3,3
Summer,y0,m4,h4,No,w4,Yes,Clear,0.34,0.3333,0.76,0.194,0,1,1
Summer,y0,m4,h5,No,w4,Yes,Clear,0.34,0.3182,0.76,0.2239,0,6,6
Summer,y0,m4,h6,No,w4,Yes,Clear,0.32,0.303,0.81,0.2537,5,59,64
Summer,y0,m4,h7,No,w4,Yes,Mist,0.34,0.3333,0.76,0.1642,8,152,160
Summer,y0,m4,h8,No,w4,Yes,Clear,0.36,0.3485,0.76,0.194,23,291,314
Summer,y0,m4,h9,No,w4,Yes,Mist,0.4,0.4091,0.66,0.1343,15,155,170
Summer,y0,m4,h10,No,w4,Yes,Mist,0.42,0.4242,0.67,0.1045,29,66,95
Summer,y0,m4,h11,No,w4,Yes,Mist,0.46,0.4545,0.55,0,36,86,122
Summer,y0,m4,h12,No,w4,Yes,Mist,0.46,0.4545,0.55,0,39,114,153
Summer,y0,m4,h13,No,w4,Yes,Mist,0.52,0.5,0.48,0.0896,36,99,135
Summer,y0,m4,h14,No,w4,Yes,Clear,0.56,0.5303,0.43,0.0896,46,111,157
Summer,y0,m4,h15,No,w4,Yes,Clear,0.6,0.6212,0.38,0.1045,27,133,160
Summer,y0,m4,h16,No,w4,Yes,Clear,0.6,0.6212,0.35,0,52,161,213
Summer,y0,m4,h17,No,w4,Yes,Clear,0.52,0.5,0.52,0.2836,63,280,343
Summer,y0,m4,h18,No,w4,Yes,Clear,0.48,0.4697,0.55,0.2537,68,265,333
Summer,y0,m4,h19,No,w4,Yes,Clear,0.46,0.4545,0.59,0.2985,34,192,226
Summer,y0,m4,h20,No,w4,Yes,Clear,0.44,0.4394,0.62,0.1642,37,166,203
Summer,y0,m4,h21,No,w4,Yes,Mist,0.44,0.4394,0.67,0.2836,19,89,108
Summer,y0,m4,h22,No,w4,Yes,Mist,0.4,0.4091,0.76,0.194,18,63,81
Summer,y0,m4,h23,No,w4,Yes,Clear,0.38,0.3939,0.76,0.2537,9,45,54
Summer,y0,m4,h0,No,w5,Yes,Mist,0.36,0.3485,0.76,0.2239,4,21,25
Summer,y0,m4,h1,No,w5,Yes,Mist,0.34,0.3333,0.76,0.1343,3,6,9
Summer,y0,m4,h2,No,w5,Yes,Snow,0.34,0.3333,0.76,0.1642,3,10,13
Summer,y0,m4,h3,No,w5,Yes,Snow,0.34,0.3333,0.76,0.1642,0,1,1
Summer,y0,m4,h4,No,w5,Yes,Mist,0.34,0.3333,0.86,0.1343,0,1,1
Summer,y0,m4,h5,No,w5,Yes,Mist,0.32,0.3182,0.87,0.194,1,8,9
Summer,y0,m4,h6,No,w5,Yes,Mist,0.34,0.3636,0.87,0,2,33,35
Summer,y0,m4,h7,No,w5,Yes,Snow,0.34,0.3333,0.87,0.1642,4,109,113
Summer,y0,m4,h8,No,w5,Yes,Snow,0.34,0.3333,0.87,0.1642,13,208,221
Summer,y0,m4,h9,No,w5,Yes,Mist,0.36,0.3485,0.76,0.194,17,168,185
Summer,y0,m4,h10,No,w5,Yes,Mist,0.36,0.3333,0.71,0.2836,10,63,73
Summer,y0,m4,h11,No,w5,Yes,Mist,0.4,0.4091,0.62,0.3881,19,79,98
Summer,y0,m4,h12,No,w5,Yes,Snow,0.38,0.3939,0.66,0.2239,29,51,80
Summer,y0,m4,h13,No,w5,Yes,Snow,0.36,0.3333,0.76,0.2836,7,35,42
Summer,y0,m4,h14,No,w5,Yes,Snow,0.34,0.3182,0.87,0.2239,2,13,15
Summer,y0,m4,h15,No,w5,Yes,Snow,0.34,0.3182,0.87,0.2239,1,24,25
Summer,y0,m4,h16,No,w5,Yes,Mist,0.32,0.303,0.93,0.2537,2,58,60
Summer,y0,m4,h17,No,w5,Yes,Snow,0.32,0.303,0.93,0.2537,10,138,148
Summer,y0,m4,h18,No,w5,Yes,Snow,0.32,0.303,0.93,0.2537,8,54,62
Summer,y0,m4,h19,No,w5,Yes,Snow,0.3,0.2727,0.93,0.4179,1,52,53
Summer,y0,m4,h20,No,w5,Yes,Mist,0.3,0.2727,0.93,0.3284,12,51,63
Summer,y0,m4,h21,No,w5,Yes,Mist,0.3,0.2879,0.93,0.2537,11,43,54
Summer,y0,m4,h22,No,w5,Yes,Mist,0.3,0.2727,0.93,0.2985,9,42,51
Summer,y0,m4,h23,No,w5,Yes,Mist,0.3,0.2879,0.93,0.2239,4,31,35
Summer,y0,m4,h0,No,w6,No,Mist,0.3,0.2879,0.87,0.2239,5,26,31
Summer,y0,m4,h1,No,w6,No,Mist,0.3,0.303,0.87,0.1343,3,17,20
Summer,y0,m4,h2,No,w6,No,Mist,0.32,0.303,0.87,0.2239,2,15,17
Summer,y0,m4,h3,No,w6,No,Snow,0.3,0.2879,1,0.2537,3,11,14
Summer,y0,m4,h4,No,w6,No,Snow,0.3,0.2727,1,0.2537,0,3,3
Summer,y0,m4,h5,No,w6,No,Mist,0.3,0.2879,0.93,0.2239,0,5,5
Summer,y0,m4,h6,No,w6,No,Mist,0.3,0.2879,0.93,0.194,0,13,13
Summer,y0,m4,h7,No,w6,No,Mist,0.3,0.303,0.93,0.1642,8,13,21
Summer,y0,m4,h8,No,w6,No,Mist,0.32,0.303,0.93,0.1642,7,47,54
Summer,y0,m4,h9,No,w6,No,Mist,0.34,0.3485,0.87,0.1045,27,71,98
Summer,y0,m4,h10,No,w6,No,Mist,0.34,0.3333,0.87,0.1343,43,90,133
Summer,y0,m4,h11,No,w6,No,Mist,0.36,0.3636,0.81,0,51,91,142
Summer,y0,m4,h12,No,w6,No,Mist,0.36,0.3485,0.81,0.1343,79,123,202
Summer,y0,m4,h13,No,w6,No,Mist,0.36,0.3788,0.81,0,114,108,222
Summer,y0,m4,h14,No,w6,No,Mist,0.36,0.3485,0.81,0.1343,94,118,212
Summer,y0,m4,h15,No,w6,No,Mist,0.36,0.3788,0.87,0,85,116,201
Summer,y0,m4,h16,No,w6,No,Mist,0.38,0.3939,0.82,0,73,118,191
Summer,y0,m4,h17,No,w6,No,Mist,0.38,0.3939,0.82,0.0896,128,129,257
Summer,y0,m4,h18,No,w6,No,Mist,0.38,0.3939,0.82,0.1045,48,129,177
Summer,y0,m4,h19,No,w6,No,Mist,0.38,0.3939,0.82,0.1343,47,83,130
Summer,y0,m4,h20,No,w6,No,Mist,0.38,0.3939,0.87,0.1642,19,74,93
Summer,y0,m4,h21,No,w6,No,Mist,0.36,0.3485,0.93,0.1343,10,65,75
Summer,y0,m4,h22,No,w6,No,Mist,0.36,0.3485,0.93,0.1343,21,66,87
Summer,y0,m4,h23,No,w6,No,Mist,0.38,0.3939,0.87,0.0896,12,45,57
Summer,y0,m4,h0,No,w0,No,Mist,0.38,0.3939,0.87,0.0896,5,48,53
Summer,y0,m4,h1,No,w0,No,Mist,0.38,0.3939,0.87,0.1343,6,31,37
Summer,y0,m4,h2,No,w0,No,Mist,0.38,0.3939,0.87,0.0896,12,24,36
Summer,y0,m4,h3,No,w0,No,Mist,0.38,0.3939,0.87,0.1343,5,11,16
Summer,y0,m4,h4,No,w0,No,Mist,0.36,0.3636,0.93,0.1045,3,2,5
Summer,y0,m4,h5,No,w0,No,Mist,0.36,0.3636,0.93,0.0896,0,4,4
Summer,y0,m4,h6,No,w0,No,Mist,0.36,0.3636,0.93,0.0896,0,4,4
Summer,y0,m4,h7,No,w0,No,Mist,0.36,0.3636,1,0.0896,3,7,10
Summer,y0,m4,h8,No,w0,No,Mist,0.38,0.3939,0.94,0.0896,17,38,55
Summer,y0,m4,h9,No,w0,No,Mist,0.38,0.3939,0.94,0.1343,31,50,81
Summer,y0,m4,h10,No,w0,No,Mist,0.4,0.4091,0.87,0,69,81,150
Summer,y0,m4,h11,No,w0,No,Mist,0.4,0.4091,0.87,0.1343,93,109,202
Summer,y0,m4,h12,No,w0,No,Mist,0.42,0.4242,0.88,0.1343,94,136,230
Summer,y0,m4,h13,No,w0,No,Clear,0.46,0.4545,0.82,0.1045,121,142,263
Summer,y0,m4,h14,No,w0,No,Clear,0.5,0.4848,0.72,0.194,148,133,281
Summer,y0,m4,h15,No,w0,No,Clear,0.5,0.4848,0.77,0.2239,156,141,297
Summer,y0,m4,h16,No,w0,No,Mist,0.52,0.5,0.72,0.1642,135,153,288
Summer,y0,m4,h17,No,w0,No,Mist,0.52,0.5,0.72,0.194,84,152,236
Summer,y0,m4,h18,No,w0,No,Clear,0.5,0.4848,0.77,0.194,103,137,240
Summer,y0,m4,h19,No,w0,No,Clear,0.5,0.4848,0.77,0.194,47,84,131
Summer,y0,m4,h20,No,w0,No,Clear,0.46,0.4545,0.82,0.1343,21,71,92
Summer,y0,m4,h21,No,w0,No,Clear,0.44,0.4394,0.88,0.194,18,77,95
Summer,y0,m4,h22,No,w0,No,Clear,0.44,0.4394,0.94,0.2537,12,45,57
Summer,y0,m4,h23,No,w0,No,Clear,0.46,0.4545,0.88,0.3582,5,27,32
Summer,y0,m4,h0,No,w1,Yes,Clear,0.48,0.4697,0.88,0.3284,7,16,23
Summer,y0,m4,h1,No,w1,Yes,Clear,0.46,0.4545,0.94,0.2836,1,3,4
Summer,y0,m4,h2,No,w1,Yes,Clear,0.46,0.4545,0.94,0.2836,7,2,9
Summer,y0,m4,h4,No,w1,Yes,Clear,0.46,0.4545,0.94,0.194,0,1,1
Summer,y0,m4,h5,No,w1,Yes,Clear,0.46,0.4545,0.94,0.194,1,12,13
Summer,y0,m4,h6,No,w1,Yes,Mist,0.46,0.4545,1,0.2239,2,59,61
Summer,y0,m4,h7,No,w1,Yes,Mist,0.5,0.4848,0.88,0.2239,12,164,176
Summer,y0,m4,h8,No,w1,Yes,Mist,0.52,0.5,0.88,0.2836,28,286,314
Summer,y0,m4,h9,No,w1,Yes,Mist,0.56,0.5303,0.83,0.2836,33,132,165
Summer,y0,m4,h10,No,w1,Yes,Mist,0.56,0.5303,0.83,0.2985,41,55,96
Summer,y0,m4,h11,No,w1,Yes,Mist,0.6,0.5909,0.73,0.2985,45,59,104
Summer,y0,m4,h12,No,w1,Yes,Mist,0.6,0.5909,0.73,0.3284,37,97,134
Summer,y0,m4,h13,No,w1,Yes,Mist,0.64,0.6061,0.69,0.4179,62,77,139
Summer,y0,m4,h14,No,w1,Yes,Mist,0.72,0.6667,0.54,0.3582,60,85,145
Summer,y0,m4,h15,No,w1,Yes,Clear,0.74,0.6667,0.48,0.5224,56,85,141
Summer,y0,m4,h16,No,w1,Yes,Clear,0.74,0.6667,0.48,0.5224,73,162,235
Summer,y0,m4,h17,No,w1,Yes,Clear,0.74,0.6667,0.48,0.5224,100,352,452
Summer,y0,m4,h18,No,w1,Yes,Clear,0.72,0.6667,0.51,0.3881,93,290,383
Summer,y0,m4,h19,No,w1,Yes,Clear,0.72,0.6667,0.51,0.4478,73,211,284
Summer,y0,m4,h20,No,w1,Yes,Clear,0.68,0.6364,0.57,0.5224,44,122,166
Summer,y0,m4,h21,No,w1,Yes,Clear,0.66,0.6212,0.61,0.2537,39,119,158
Summer,y0,m4,h22,No,w1,Yes,Mist,0.64,0.6212,0.5,0.2836,25,66,91
Summer,y0,m4,h23,No,w1,Yes,Snow,0.58,0.5455,0.6,0,16,38,54
Summer,y0,m4,h0,No,w2,Yes,Mist,0.62,0.6212,0.5,0.1045,11,13,24
Summer,y0,m4,h1,No,w2,Yes,Mist,0.62,0.6212,0.5,0.0896,6,7,13
Summer,y0,m4,h2,No,w2,Yes,Mist,0.6,0.6212,0.53,0.1343,7,7,14
Summer,y0,m4,h3,No,w2,Yes,Mist,0.58,0.5455,0.56,0.1343,0,1,1
Summer,y0,m4,h4,No,w2,Yes,Mist,0.56,0.5303,0.64,0.1343,4,2,6
Summer,y0,m4,h5,No,w2,Yes,Mist,0.54,0.5152,0.68,0.1343,1,15,16
Summer,y0,m4,h6,No,w2,Yes,Mist,0.54,0.5152,0.68,0.2836,3,55,58
Summer,y0,m4,h7,No,w2,Yes,Mist,0.54,0.5152,0.68,0.2239,12,177,189
Summer,y0,m4,h8,No,w2,Yes,Snow,0.48,0.4697,0.88,0.3881,15,211,226
Summer,y0,m4,h9,No,w2,Yes,Snow,0.46,0.4545,0.94,0.4925,4,50,54
Summer,y0,m4,h10,No,w2,Yes,Snow,0.5,0.4848,0.82,0.4179,6,34,40
Summer,y0,m4,h11,No,w2,Yes,Clear,0.52,0.5,0.77,0.3582,11,38,49
Summer,y0,m4,h12,No,w2,Yes,Mist,0.56,0.5303,0.64,0.4627,9,83,92
Summer,y0,m4,h13,No,w2,Yes,Snow,0.54,0.5152,0.68,0.2836,22,84,106
Summer,y0,m4,h14,No,w2,Yes,Mist,0.5,0.4848,0.82,0.2836,16,28,44
Summer,y0,m4,h15,No,w2,Yes,Mist,0.48,0.4697,0.77,0.5224,24,54,78
Summer,y0,m4,h16,No,w2,Yes,Mist,0.48,0.4697,0.77,0.3881,19,80,99
Summer,y0,m4,h17,No,w2,Yes,Snow,0.44,0.4394,0.77,0.2239,29,262,291
Summer,y0,m4,h18,No,w2,Yes,Snow,0.44,0.4394,0.77,0.2239,21,203,224
Summer,y0,m4,h19,No,w2,Yes,Mist,0.42,0.4242,0.82,0.2836,3,127,130
Summer,y0,m4,h20,No,w2,Yes,Mist,0.42,0.4242,0.82,0.2836,9,94,103
Summer,y0,m4,h21,No,w2,Yes,Mist,0.42,0.4242,0.82,0.194,10,74,84
Summer,y0,m4,h22,No,w2,Yes,Mist,0.4,0.4091,0.94,0.2985,7,47,54
Summer,y0,m4,h23,No,w2,Yes,Mist,0.4,0.4091,0.94,0.2537,8,31,39
Summer,y0,m4,h0,No,w3,Yes,Mist,0.4,0.4091,1,0.2985,3,12,15
Summer,y0,m4,h1,No,w3,Yes,Mist,0.4,0.4091,1,0.2985,0,1,1
Summer,y0,m4,h2,No,w3,Yes,Snow,0.4,0.4091,1,0.2985,0,2,2
Summer,y0,m4,h3,No,w3,Yes,Snow,0.4,0.4091,0.94,0.3284,0,2,2
Summer,y0,m4,h4,No,w3,Yes,Snow,0.4,0.4091,0.94,0.3284,1,2,3
Summer,y0,m4,h5,No,w3,Yes,Snow,0.38,0.3939,0.94,0.2537,1,4,5
Summer,y0,m4,h6,No,w3,Yes,Snow,0.38,0.3939,0.94,0.2239,1,33,34
Summer,y0,m4,h7,No,w3,Yes,Snow,0.36,0.3485,1,0.2239,3,67,70
Summer,y0,m4,h8,No,w3,Yes,Snow,0.38,0.3939,0.94,0.194,6,158,164
Summer,y0,m4,h9,No,w3,Yes,Mist,0.38,0.3939,0.94,0.2239,2,63,65
Summer,y0,m4,h10,No,w3,Yes,Mist,0.4,0.4091,0.87,0.194,4,42,46
Summer,y0,m4,h11,No,w3,Yes,Mist,0.42,0.4242,0.82,0.194,4,57,61
Summer,y0,m4,h12,No,w3,Yes,Snow,0.42,0.4242,0.82,0.2537,12,83,95
Summer,y0,m4,h13,No,w3,Yes,Mist,0.44,0.4394,0.77,0.194,6,55,61
Summer,y0,m4,h14,No,w3,Yes,Mist,0.42,0.4242,0.77,0.2537,24,82,106
Summer,y0,m4,h15,No,w3,Yes,Mist,0.44,0.4394,0.72,0.2836,12,69,81
Summer,y0,m4,h16,No,w3,Yes,Clear,0.46,0.4545,0.67,0.2836,23,119,142
Summer,y0,m4,h17,No,w3,Yes,Clear,0.46,0.4545,0.67,0.2985,25,284,309
Summer,y0,m4,h18,No,w3,Yes,Clear,0.44,0.4394,0.62,0.3881,28,293,321
Summer,y0,m4,h19,No,w3,Yes,Clear,0.44,0.4394,0.62,0.2537,15,160,175
Summer,y0,m4,h20,No,w3,Yes,Clear,0.44,0.4394,0.62,0.2537,7,119,126
Summer,y0,m4,h21,No,w3,Yes,Clear,0.42,0.4242,0.67,0.1642,17,100,117
Summer,y0,m4,h22,No,w3,Yes,Clear,0.42,0.4242,0.67,0.194,10,89,99
Summer,y0,m4,h23,No,w3,Yes,Clear,0.4,0.4091,0.71,0.1343,5,57,62
Summer,y0,m4,h0,No,w4,Yes,Clear,0.38,0.3939,0.76,0.1343,3,18,21
Summer,y0,m4,h1,No,w4,Yes,Clear,0.38,0.3939,0.76,0.2239,1,9,10
Summer,y0,m4,h2,No,w4,Yes,Clear,0.36,0.3485,0.76,0.1343,0,3,3
Summer,y0,m4,h3,No,w4,Yes,Clear,0.34,0.3333,0.81,0.1343,0,2,2
Summer,y0,m4,h4,No,w4,Yes,Clear,0.34,0.3636,0.76,0,1,8,9
Summer,y0,m4,h5,No,w4,Yes,Clear,0.34,0.3485,0.76,0.0896,2,12,14
Summer,y0,m4,h6,No,w4,Yes,Clear,0.34,0.3485,0.76,0.1045,4,66,70
Summer,y0,m4,h7,No,w4,Yes,Clear,0.38,0.3939,0.66,0,11,182,193
Summer,y0,m4,h8,No,w4,Yes,Clear,0.42,0.4242,0.58,0.1642,21,316,337
Summer,y0,m4,h9,No,w4,Yes,Clear,0.46,0.4545,0.51,0.1343,18,152,170
Summer,y0,m4,h10,No,w4,Yes,Clear,0.5,0.4848,0.51,0.194,21,68,89
Summer,y0,m4,h11,No,w4,Yes,Clear,0.52,0.5,0.45,0.1642,28,87,115
Summer,y0,m4,h12,No,w4,Yes,Clear,0.54,0.5152,0.42,0.1343,35,110,145
Summer,y0,m4,h13,No,w4,Yes,Clear,0.56,0.5303,0.37,0.2239,38,121,159
Summer,y0,m4,h14,No,w4,Yes,Clear,0.56,0.5303,0.35,0.0896,36,101,137
Summer,y0,m4,h15,No,w4,Yes,Clear,0.6,0.6212,0.31,0.0896,57,85,142
Summer,y0,m4,h16,No,w4,Yes,Clear,0.6,0.6061,0.26,0.1045,49,153,202
Summer,y0,m4,h17,No,w4,Yes,Clear,0.6,0.6061,0.28,0,50,338,388
Summer,y0,m4,h18,No,w4,Yes,Clear,0.56,0.5303,0.3,0,47,290,337
Summer,y0,m4,h19,No,w4,Yes,Clear,0.54,0.5152,0.32,0,37,222,259
Summer,y0,m4,h20,No,w4,Yes,Clear,0.5,0.4848,0.51,0.194,22,147,169
Summer,y0,m4,h21,No,w4,Yes,Clear,0.46,0.4545,0.63,0.1343,19,126,145
Summer,y0,m4,h22,No,w4,Yes,Clear,0.48,0.4697,0.55,0.1045,22,82,104
Summer,y0,m4,h23,No,w4,Yes,Clear,0.46,0.4545,0.59,0.1045,7,40,47
Summer,y0,m4,h0,Yes,w5,No,Clear,0.44,0.4394,0.67,0,6,21,27
Summer,y0,m4,h1,Yes,w5,No,Clear,0.44,0.4394,0.62,0,6,9,15
Summer,y0,m4,h2,Yes,w5,No,Clear,0.4,0.4091,0.76,0,8,10,18
Summer,y0,m4,h3,Yes,w5,No,Clear,0.4,0.4091,0.76,0,0,3,3
Summer,y0,m4,h4,Yes,w5,No,Clear,0.38,0.3939,0.82,0.0896,0,3,3
Summer,y0,m4,h5,Yes,w5,No,Clear,0.36,0.3636,0.81,0.1045,2,11,13
Summer,y0,m4,h6,Yes,w5,No,Clear,0.36,0.3636,0.81,0.0896,5,42,47
Summer,y0,m4,h7,Yes,w5,No,Clear,0.4,0.4091,0.71,0.1642,10,139,149
Summer,y0,m4,h8,Yes,w5,No,Clear,0.44,0.4394,0.62,0.2985,21,279,300
Summer,y0,m4,h9,Yes,w5,No,Clear,0.5,0.4848,0.55,0.194,16,162,178
Summer,y0,m4,h10,Yes,w5,No,Clear,0.5,0.4848,0.55,0.194,31,91,122
Summer,y0,m4,h11,Yes,w5,No,Clear,0.52,0.5,0.55,0.194,41,95,136
Summer,y0,m4,h12,Yes,w5,No,Clear,0.52,0.5,0.55,0.2836,45,155,200
Summer,y0,m4,h13,Yes,w5,No,Clear,0.54,0.5152,0.52,0.2537,47,133,180
Summer,y0,m4,h14,Yes,w5,No,Clear,0.54,0.5152,0.52,0.2537,57,106,163
Summer,y0,m4,h15,Yes,w5,No,Clear,0.54,0.5152,0.52,0.4478,50,112,162
Summer,y0,m4,h16,Yes,w5,No,Clear,0.52,0.5,0.55,0.4925,70,173,243
Summer,y0,m4,h17,Yes,w5,No,Mist,0.5,0.4848,0.63,0.3881,64,267,331
Summer,y0,m4,h18,Yes,w5,No,Mist,0.46,0.4545,0.67,0.3881,47,216,263
Summer,y0,m4,h19,Yes,w5,No,Clear,0.42,0.4242,0.77,0.3881,41,168,209
Summer,y0,m4,h20,Yes,w5,No,Mist,0.4,0.4091,0.76,0.3284,26,92,118
Summer,y0,m4,h21,Yes,w5,No,Mist,0.4,0.4091,0.76,0.2985,25,77,102
Summer,y0,m4,h22,Yes,w5,No,Mist,0.38,0.3939,0.82,0.3881,16,64,80
Summer,y0,m4,h23,Yes,w5,No,Mist,0.36,0.3485,0.81,0.194,8,56,64
Summer,y0,m4,h0,No,w6,No,Mist,0.36,0.3485,0.81,0.2239,7,36,43
Summer,y0,m4,h1,No,w6,No,Mist,0.36,0.3333,0.87,0.2836,5,28,33
Summer,y0,m4,h2,No,w6,No,Mist,0.36,0.3485,0.87,0.1343,5,19,24
Summer,y0,m4,h3,No,w6,No,Mist,0.36,0.3485,0.87,0.1642,5,9,14
Summer,y0,m4,h4,No,w6,No,Mist,0.36,0.3485,0.87,0.2239,1,4,5
Summer,y0,m4,h5,No,w6,No,Mist,0.38,0.3939,0.87,0.2836,1,3,4
Summer,y0,m4,h6,No,w6,No,Snow,0.4,0.4091,0.82,0.3284,1,9,10
Summer,y0,m4,h7,No,w6,No,Mist,0.4,0.4091,0.82,0.4179,3,18,21
Summer,y0,m4,h8,No,w6,No,Snow,0.4,0.4091,0.87,0.3582,7,38,45
Summer,y0,m4,h9,No,w6,No,Snow,0.4,0.4091,1,0.2985,2,27,29
Summer,y0,m4,h10,No,w6,No,Snow,0.42,0.4242,0.94,0.3881,1,21,22
Summer,y0,m4,h11,No,w6,No,Snow,0.42,0.4242,0.94,0.4478,4,27,31
Summer,y0,m4,h12,No,w6,No,Mist,0.46,0.4545,0.88,0.5821,6,26,32
Summer,y0,m4,h13,No,w6,No,Snow,0.46,0.4545,0.94,0.5224,9,49,58
Summer,y0,m4,h14,No,w6,No,Snow,0.52,0.5,0.83,0.5821,14,49,63
Summer,y0,m4,h15,No,w6,No,Snow,0.52,0.5,0.83,0.5821,16,62,78
Summer,y0,m4,h16,No,w6,No,Snow,0.5,0.4848,0.88,0.4627,6,27,33
Summer,y0,m4,h17,No,w6,No,Snow,0.5,0.4848,0.88,0.5821,1,14,15
Summer,y0,m4,h18,No,w6,No,Mist,0.5,0.4848,0.94,0.3881,6,32,38
Summer,y0,m4,h19,No,w6,No,Mist,0.52,0.5,0.94,0.4179,9,62,71
Summer,y0,m4,h20,No,w6,No,Snow,0.44,0.4394,0.94,0.2239,4,49,53
Summer,y0,m4,h21,No,w6,No,Mist,0.44,0.4394,0.94,0,1,13,14
Summer,y0,m4,h22,No,w6,No,Snow,0.42,0.4242,1,0,2,22,24
Summer,y0,m4,h23,No,w6,No,Mist,0.44,0.4394,0.77,0.2836,5,30,35
Summer,y0,m4,h0,No,w0,No,Mist,0.44,0.4394,0.77,0.2836,4,29,33
Summer,y0,m4,h1,No,w0,No,Clear,0.42,0.4242,0.67,0.2239,6,25,31
Summer,y0,m4,h2,No,w0,No,Clear,0.4,0.4091,0.62,0.194,4,25,29
Summer,y0,m4,h3,No,w0,No,Clear,0.4,0.4091,0.66,0.1343,12,13,25
Summer,y0,m4,h4,No,w0,No,Clear,0.36,0.3636,0.76,0.1045,2,5,7
Summer,y0,m4,h5,No,w0,No,Clear,0.36,0.3485,0.71,0.1642,2,1,3
Summer,y0,m4,h6,No,w0,No,Clear,0.36,0.3182,0.66,0.4478,3,5,8
Summer,y0,m4,h7,No,w0,No,Clear,0.36,0.3333,0.5,0.3582,2,14,16
Summer,y0,m4,h8,No,w0,No,Clear,0.38,0.3939,0.46,0.3881,7,36,43
Summer,y0,m4,h9,No,w0,No,Clear,0.4,0.4091,0.43,0.2836,31,71,102
Summer,y0,m4,h10,No,w0,No,Clear,0.42,0.4242,0.44,0.4478,91,120,211
Summer,y0,m4,h11,No,w0,No,Clear,0.46,0.4545,0.41,0.4179,119,185,304
Summer,y0,m4,h12,No,w0,No,Clear,0.46,0.4545,0.38,0.3881,167,187,354
Summer,y0,m4,h13,No,w0,No,Clear,0.5,0.4848,0.34,0.3881,181,162,343
Summer,y0,m4,h14,No,w0,No,Clear,0.52,0.5,0.34,0.3881,170,191,361
Summer,y0,m4,h15,No,w0,No,Clear,0.54,0.5152,0.32,0.5224,179,209,388
Summer,y0,m4,h16,No,w0,No,Clear,0.54,0.5152,0.3,0.3582,161,182,343
Summer,y0,m4,h17,No,w0,No,Clear,0.56,0.5303,0.3,0.4478,143,163,306
Summer,y0,m4,h18,No,w0,No,Clear,0.56,0.5303,0.3,0.3881,102,175,277
Summer,y0,m4,h19,No,w0,No,Clear,0.56,0.5303,0.3,0.2985,75,135,210
Summer,y0,m4,h20,No,w0,No,Clear,0.52,0.5,0.36,0.194,44,97,141
Summer,y0,m4,h21,No,w0,No,Clear,0.5,0.4848,0.42,0.194,13,70,83
Summer,y0,m4,h22,No,w0,No,Clear,0.5,0.4848,0.39,0.1045,21,49,70
Summer,y0,m4,h23,No,w0,No,Clear,0.44,0.4394,0.67,0.1642,19,37,56
Summer,y0,m4,h0,No,w1,Yes,Clear,0.46,0.4545,0.47,0.0896,15,24,39
Summer,y0,m4,h1,No,w1,Yes,Clear,0.46,0.4545,0.47,0.1343,11,8,19
Summer,y0,m4,h2,No,w1,Yes,Clear,0.42,0.4242,0.67,0.1045,14,2,16
Summer,y0,m4,h3,No,w1,Yes,Clear,0.42,0.4242,0.62,0.1045,6,1,7
Summer,y0,m4,h4,No,w1,Yes,Clear,0.4,0.4091,0.87,0.1642,2,4,6
Summer,y0,m4,h5,No,w1,Yes,Clear,0.4,0.4091,0.76,0.0896,0,16,16
Summer,y0,m4,h6,No,w1,Yes,Clear,0.4,0.4091,0.82,0,3,51,54
Summer,y0,m4,h7,No,w1,Yes,Clear,0.46,0.4545,0.63,0,12,156,168
Summer,y0,m4,h8,No,w1,Yes,Clear,0.46,0.4545,0.63,0,20,277,297
Summer,y0,m4,h9,No,w1,Yes,Mist,0.5,0.4848,0.55,0.1045,37,132,169
Summer,y0,m4,h10,No,w1,Yes,Mist,0.52,0.5,0.55,0.1045,41,68,109
Summer,y0,m4,h11,No,w1,Yes,Mist,0.54,0.5152,0.52,0.0896,36,87,123
Summer,y0,m4,h12,No,w1,Yes,Mist,0.56,0.5303,0.49,0.0896,60,124,184
Summer,y0,m4,h13,No,w1,Yes,Mist,0.56,0.5303,0.49,0.1642,41,128,169
Summer,y0,m4,h14,No,w1,Yes,Mist,0.58,0.5455,0.49,0.194,49,95,144
Summer,y0,m4,h15,No,w1,Yes,Mist,0.6,0.6212,0.43,0.194,64,112,176
Summer,y0,m4,h16,No,w1,Yes,Clear,0.6,0.6212,0.46,0.2836,40,165,205
Summer,y0,m4,h17,No,w1,Yes,Clear,0.58,0.5455,0.49,0.2836,66,362,428
Summer,y0,m4,h18,No,w1,Yes,Clear,0.64,0.6212,0.31,0.3582,41,321,362
Summer,y0,m4,h19,No,w1,Yes,Clear,0.56,0.5303,0.46,0.2537,42,244,286
Summer,y0,m4,h20,No,w1,Yes,Clear,0.6,0.6212,0.33,0.2985,29,136,165
Summer,y0,m4,h21,No,w1,Yes,Clear,0.56,0.5303,0.37,0.2836,20,131,151
Summer,y0,m4,h22,No,w1,Yes,Clear,0.52,0.5,0.55,0.2836,9,81,90
